Date,Time,BhutanGold,BhutanDeluxe
14/02/2024,2:00 PM,2,14
14/02/2024,2:15 PM,69,38
14/02/2024,2:30 PM,2,41
14/02/2024,2:45 PM,52,9
14/02/2024,3:00 PM,85,99
14/02/2024,3:15 PM,42,12
14/02/2024,3:30 PM,44,7
14/02/2024,3:45 PM,31,62
14/02/2024,4:00 PM,3,34
14/02/2024,4:15 PM,87,28
14/02/2024,4:30 PM,49,72
14/02/2024,4:45 PM,59,73
14/02/2024,5:00 PM,82,25
14/02/2024,5:15 PM,22,98
14/02/2024,5:30 PM,93,54
14/02/2024,5:45 PM,76,18
14/02/2024,6:00 PM,58,53
14/02/2024,6:15 PM,60,30
14/02/2024,6:30 PM,92,25
14/02/2024,6:45 PM,14,95
14/02/2024,7:00 PM,0,14
14/02/2024,7:15 PM,26,86
14/02/2024,7:30 PM,33,63
14/02/2024,7:45 PM,43,20
14/02/2024,8:00 PM,14,90
14/02/2024,8:15 PM,96,74
14/02/2024,8:30 PM,18,26
14/02/2024,8:45 PM,87,22
14/02/2024,9:00 PM,0,66
15/02/2024,9:00 AM,45,75
15/02/2024,9:15 AM,39,21
15/02/2024,9:30 AM,59,20
15/02/2024,9:45 AM,10,41
15/02/2024,10:00 AM,85,92
15/02/2024,10:15 AM,86,18
15/02/2024,10:30 AM,64,71
15/02/2024,10:45 AM,63,5
15/02/2024,11:00 AM,51,21
15/02/2024,11:15 AM,86,40
15/02/2024,11:30 AM,32,81
15/02/2024,11:45 AM,34,68
15/02/2024,12:00 PM,44,27
15/02/2024,12:15 PM,28,94
15/02/2024,12:30 PM,99,72
15/02/2024,12:45 PM,42,87
15/02/2024,1:00 PM,87,44
15/02/2024,1:15 PM,5,92
15/02/2024,1:30 PM,32,50
15/02/2024,1:45 PM,63,80
15/02/2024,2:00 PM,10,80
15/02/2024,2:15 PM,0,14
15/02/2024,2:30 PM,56,45
15/02/2024,2:45 PM,0,30
15/02/2024,3:00 PM,21,9
15/02/2024,3:15 PM,13,3
15/02/2024,3:30 PM,73,66
15/02/2024,3:45 PM,27,29
15/02/2024,4:00 PM,56,30
15/02/2024,4:15 PM,37,43
15/02/2024,4:30 PM,41,99
15/02/2024,4:45 PM,46,9
15/02/2024,5:00 PM,90,84
15/02/2024,5:15 PM,35,89
15/02/2024,5:30 PM,45,36
15/02/2024,5:45 PM,26,21
15/02/2024,6:00 PM,4,25
15/02/2024,6:15 PM,56,80
15/02/2024,6:30 PM,83,36
15/02/2024,6:45 PM,0,2
15/02/2024,7:00 PM,89,4
15/02/2024,7:15 PM,56,50
15/02/2024,7:30 PM,51,21
15/02/2024,7:45 PM,69,16
15/02/2024,8:00 PM,67,25
15/02/2024,8:15 PM,78,90
15/02/2024,8:30 PM,43,41
15/02/2024,8:45 PM,11,59
15/02/2024,9:00 PM,22,68
16/02/2024,9:00 AM,94,7
16/02/2024,9:15 AM,87,90
16/02/2024,9:30 AM,20,42
16/02/2024,9:45 AM,13,51
16/02/2024,10:00 AM,50,89
16/02/2024,10:15 AM,71,20
16/02/2024,10:30 AM,97,41
16/02/2024,10:45 AM,60,2
16/02/2024,11:00 AM,64,12
16/02/2024,11:15 AM,61,49
16/02/2024,11:30 AM,78,3
16/02/2024,11:45 AM,28,54
16/02/2024,12:00 PM,91,65
16/02/2024,12:15 PM,33,24
16/02/2024,12:30 PM,35,43
16/02/2024,12:45 PM,31,0
16/02/2024,1:00 PM,37,83
16/02/2024,1:15 PM,48,70
16/02/2024,1:30 PM,30,43
16/02/2024,1:45 PM,98,74
16/02/2024,2:00 PM,65,11
16/02/2024,2:15 PM,83,15
16/02/2024,2:30 PM,43,61
16/02/2024,2:45 PM,74,17
16/02/2024,3:00 PM,73,10
16/02/2024,3:15 PM,11,82
16/02/2024,3:30 PM,31,7
16/02/2024,3:45 PM,23,61
16/02/2024,4:00 PM,76,71
16/02/2024,4:15 PM,98,72
16/02/2024,4:30 PM,87,25
16/02/2024,4:45 PM,62,31
16/02/2024,5:00 PM,66,56
16/02/2024,5:15 PM,13,50
16/02/2024,5:30 PM,40,73
16/02/2024,5:45 PM,65,56
16/02/2024,6:00 PM,59,23
16/02/2024,6:15 PM,81,84
16/02/2024,6:30 PM,71,52
16/02/2024,6:45 PM,10,29
16/02/2024,7:00 PM,24,1
16/02/2024,7:15 PM,91,45
16/02/2024,7:30 PM,42,81
16/02/2024,7:45 PM,59,53
16/02/2024,8:00 PM,24,81
16/02/2024,8:15 PM,84,75
16/02/2024,8:30 PM,48,26
16/02/2024,8:45 PM,72,8
16/02/2024,9:00 PM,25,96
17/02/2024,9:00 AM,88,65
17/02/2024,9:15 AM,97,35
17/02/2024,9:30 AM,47,22
17/02/2024,9:45 AM,95,14
17/02/2024,10:00 AM,92,97
17/02/2024,10:15 AM,5,81
17/02/2024,10:30 AM,85,28
17/02/2024,10:45 AM,62,22
17/02/2024,11:00 AM,11,26
17/02/2024,11:15 AM,1,64
17/02/2024,11:30 AM,73,35
17/02/2024,11:45 AM,84,43
17/02/2024,12:00 PM,46,63
17/02/2024,12:15 PM,7,39
17/02/2024,12:30 PM,37,24
17/02/2024,12:45 PM,23,42
17/02/2024,1:00 PM,95,70
17/02/2024,1:15 PM,48,58
17/02/2024,1:30 PM,16,68
17/02/2024,1:45 PM,98,89
17/02/2024,2:00 PM,88,45
17/02/2024,2:15 PM,64,24
17/02/2024,2:30 PM,4,59
17/02/2024,2:45 PM,52,79
17/02/2024,3:00 PM,79,89
17/02/2024,3:15 PM,38,58
17/02/2024,3:30 PM,14,28
17/02/2024,3:45 PM,76,18
17/02/2024,4:00 PM,96,59
17/02/2024,4:15 PM,27,57
17/02/2024,4:30 PM,28,25
17/02/2024,4:45 PM,3,26
17/02/2024,5:00 PM,96,20
17/02/2024,5:15 PM,72,57
17/02/2024,5:30 PM,84,25
17/02/2024,5:45 PM,32,69
17/02/2024,6:00 PM,31,6
17/02/2024,6:15 PM,94,1
17/02/2024,6:30 PM,59,84
17/02/2024,6:45 PM,89,22
17/02/2024,7:00 PM,39,36
17/02/2024,7:15 PM,63,81
17/02/2024,7:30 PM,97,38
17/02/2024,7:45 PM,22,12
17/02/2024,8:00 PM,38,51
17/02/2024,8:15 PM,80,55
17/02/2024,8:30 PM,75,88
17/02/2024,8:45 PM,41,28
17/02/2024,9:00 PM,60,95
18/02/2024,9:00 AM,38,55
18/02/2024,9:15 AM,99,41
18/02/2024,9:30 AM,67,23
18/02/2024,9:45 AM,35,12
18/02/2024,10:00 AM,58,22
18/02/2024,10:15 AM,27,57
18/02/2024,10:30 AM,60,81
18/02/2024,10:45 AM,58,34
18/02/2024,11:00 AM,46,98
18/02/2024,11:15 AM,52,77
18/02/2024,11:30 AM,70,53
18/02/2024,11:45 AM,40,68
18/02/2024,12:00 PM,24,51
18/02/2024,12:15 PM,20,87
18/02/2024,12:30 PM,40,72
18/02/2024,12:45 PM,1,91
18/02/2024,1:00 PM,22,93
18/02/2024,1:15 PM,22,48
18/02/2024,1:30 PM,75,4
18/02/2024,1:45 PM,26,21
18/02/2024,2:00 PM,91,67
18/02/2024,2:15 PM,14,34
18/02/2024,2:30 PM,19,75
18/02/2024,2:45 PM,86,30
18/02/2024,3:00 PM,9,87
18/02/2024,3:15 PM,89,62
18/02/2024,3:30 PM,15,63
18/02/2024,3:45 PM,73,94
18/02/2024,4:00 PM,94,50
18/02/2024,4:15 PM,65,12
18/02/2024,4:30 PM,34,80
18/02/2024,4:45 PM,18,59
18/02/2024,5:00 PM,92,44
18/02/2024,5:15 PM,87,33
18/02/2024,5:30 PM,55,99
18/02/2024,5:45 PM,24,93
18/02/2024,6:00 PM,29,21
18/02/2024,6:15 PM,73,20
18/02/2024,6:30 PM,45,87
18/02/2024,6:45 PM,45,54
18/02/2024,7:00 PM,77,68
18/02/2024,7:15 PM,25,34
18/02/2024,7:30 PM,10,42
18/02/2024,7:45 PM,20,59
18/02/2024,8:00 PM,46,42
18/02/2024,8:15 PM,14,44
18/02/2024,8:30 PM,23,1
18/02/2024,8:45 PM,75,59
18/02/2024,9:00 PM,6,68
19/02/2024,9:00 AM,84,62
19/02/2024,9:15 AM,5,44
19/02/2024,9:30 AM,56,51
19/02/2024,9:45 AM,45,34
19/02/2024,10:00 AM,29,27
19/02/2024,10:15 AM,17,75
19/02/2024,10:30 AM,37,16
19/02/2024,10:45 AM,36,82
19/02/2024,11:00 AM,0,11
19/02/2024,11:15 AM,4,75
19/02/2024,11:30 AM,20,50
19/02/2024,11:45 AM,13,43
19/02/2024,12:00 PM,93,4
19/02/2024,12:15 PM,61,90
19/02/2024,12:30 PM,86,97
19/02/2024,12:45 PM,55,57
19/02/2024,1:00 PM,77,2
19/02/2024,1:15 PM,85,62
19/02/2024,1:30 PM,60,44
19/02/2024,1:45 PM,56,48
19/02/2024,2:00 PM,77,74
19/02/2024,2:15 PM,8,10
19/02/2024,2:30 PM,87,20
19/02/2024,2:45 PM,82,46
19/02/2024,3:00 PM,27,68
19/02/2024,3:15 PM,99,22
19/02/2024,3:30 PM,28,44
19/02/2024,3:45 PM,35,95
19/02/2024,4:00 PM,62,1
19/02/2024,4:15 PM,30,15
19/02/2024,4:30 PM,44,80
19/02/2024,4:45 PM,82,94
19/02/2024,5:00 PM,81,94
19/02/2024,5:15 PM,40,45
19/02/2024,5:30 PM,27,49
19/02/2024,5:45 PM,38,6
19/02/2024,6:00 PM,75,11
19/02/2024,6:15 PM,48,15
19/02/2024,6:30 PM,86,3
19/02/2024,6:45 PM,45,60
19/02/2024,7:00 PM,37,21
19/02/2024,7:15 PM,53,74
19/02/2024,7:30 PM,48,82
19/02/2024,7:45 PM,61,31
19/02/2024,8:00 PM,95,62
19/02/2024,8:15 PM,34,45
19/02/2024,8:30 PM,90,34
19/02/2024,8:45 PM,76,53
19/02/2024,9:00 PM,48,86
20/02/2024,9:00 AM,74,27
20/02/2024,9:15 AM,21,63
20/02/2024,9:30 AM,44,68
20/02/2024,9:45 AM,91,47
20/02/2024,10:00 AM,15,45
20/02/2024,10:15 AM,89,93
20/02/2024,10:30 AM,59,71
20/02/2024,10:45 AM,6,15
20/02/2024,11:00 AM,60,28
20/02/2024,11:15 AM,24,76
20/02/2024,11:30 AM,20,80
20/02/2024,11:45 AM,79,76
20/02/2024,12:00 PM,13,16
20/02/2024,12:15 PM,48,83
20/02/2024,12:30 PM,32,56
20/02/2024,12:45 PM,83,74
20/02/2024,1:00 PM,12,77
20/02/2024,1:15 PM,82,83
20/02/2024,1:30 PM,29,34
20/02/2024,1:45 PM,49,53
20/02/2024,2:00 PM,63,98
20/02/2024,2:15 PM,87,77
20/02/2024,2:30 PM,43,48
20/02/2024,2:45 PM,61,36
20/02/2024,3:00 PM,13,69
20/02/2024,3:15 PM,23,59
20/02/2024,3:30 PM,65,32
20/02/2024,3:45 PM,98,92
20/02/2024,4:00 PM,84,21
20/02/2024,4:15 PM,94,54
20/02/2024,4:30 PM,28,5
20/02/2024,4:45 PM,99,29
20/02/2024,5:00 PM,41,45
20/02/2024,5:15 PM,63,75
20/02/2024,5:30 PM,91,83
20/02/2024,5:45 PM,50,37
20/02/2024,6:00 PM,57,22
20/02/2024,6:15 PM,11,48
20/02/2024,6:30 PM,8,0
20/02/2024,6:45 PM,23,43
20/02/2024,7:00 PM,65,82
20/02/2024,7:15 PM,11,72
20/02/2024,7:30 PM,9,54
20/02/2024,7:45 PM,6,67
20/02/2024,8:00 PM,18,4
20/02/2024,8:15 PM,61,65
20/02/2024,8:30 PM,67,51
20/02/2024,8:45 PM,84,13
20/02/2024,9:00 PM,23,73
21/02/2024,9:00 AM,61,43
21/02/2024,9:15 AM,98,44
21/02/2024,9:30 AM,90,7
21/02/2024,9:45 AM,50,62
21/02/2024,10:00 AM,15,3
21/02/2024,10:15 AM,70,15
21/02/2024,10:30 AM,27,67
21/02/2024,10:45 AM,77,25
21/02/2024,11:00 AM,21,83
21/02/2024,11:15 AM,56,79
21/02/2024,11:30 AM,99,89
21/02/2024,11:45 AM,20,62
21/02/2024,12:00 PM,28,4
21/02/2024,12:15 PM,90,56
21/02/2024,12:30 PM,43,76
21/02/2024,12:45 PM,40,10
21/02/2024,1:00 PM,39,6
21/02/2024,1:15 PM,69,95
21/02/2024,1:30 PM,90,74
21/02/2024,1:45 PM,84,20
21/02/2024,2:00 PM,84,27
21/02/2024,2:15 PM,29,99
21/02/2024,2:30 PM,37,99
21/02/2024,2:45 PM,48,95
21/02/2024,3:00 PM,54,92
21/02/2024,3:15 PM,65,51
21/02/2024,3:30 PM,43,40
21/02/2024,3:45 PM,44,69
21/02/2024,4:00 PM,6,77
21/02/2024,4:15 PM,82,6
21/02/2024,4:30 PM,68,54
21/02/2024,4:45 PM,16,87
21/02/2024,5:00 PM,78,54
21/02/2024,5:15 PM,38,68
21/02/2024,5:30 PM,61,97
21/02/2024,5:45 PM,51,39
21/02/2024,6:00 PM,3,32
21/02/2024,6:15 PM,44,85
21/02/2024,6:30 PM,50,7
21/02/2024,6:45 PM,17,32
21/02/2024,7:00 PM,35,28
21/02/2024,7:15 PM,56,5
21/02/2024,7:30 PM,21,0
21/02/2024,7:45 PM,44,36
21/02/2024,8:00 PM,77,90
21/02/2024,8:15 PM,71,73
21/02/2024,8:30 PM,64,58
21/02/2024,8:45 PM,87,94
21/02/2024,9:00 PM,72,25
22/02/2024,9:00 AM,17,69
22/02/2024,9:15 AM,50,34
22/02/2024,9:30 AM,53,16
22/02/2024,9:45 AM,61,95
22/02/2024,10:00 AM,53,94
22/02/2024,10:15 AM,8,36
22/02/2024,10:30 AM,60,56
22/02/2024,10:45 AM,66,89
22/02/2024,11:00 AM,81,91
22/02/2024,11:15 AM,61,37
22/02/2024,11:30 AM,44,52
22/02/2024,11:45 AM,13,77
22/02/2024,12:00 PM,38,26
22/02/2024,12:15 PM,92,64
22/02/2024,12:30 PM,77,3
22/02/2024,12:45 PM,45,50
22/02/2024,1:00 PM,62,1
22/02/2024,1:15 PM,54,49
22/02/2024,1:30 PM,79,77
22/02/2024,1:45 PM,69,26
22/02/2024,2:00 PM,6,52
22/02/2024,2:15 PM,58,44
22/02/2024,2:30 PM,96,14
22/02/2024,2:45 PM,71,38
22/02/2024,3:00 PM,23,0
22/02/2024,3:15 PM,24,88
22/02/2024,3:30 PM,93,19
22/02/2024,3:45 PM,35,80
22/02/2024,4:00 PM,87,75
22/02/2024,4:15 PM,19,78
22/02/2024,4:30 PM,26,84
22/02/2024,4:45 PM,42,57
22/02/2024,5:00 PM,13,4
22/02/2024,5:15 PM,77,20
22/02/2024,5:30 PM,26,25
22/02/2024,5:45 PM,17,55
22/02/2024,6:00 PM,68,86
22/02/2024,6:15 PM,64,86
22/02/2024,6:30 PM,77,31
22/02/2024,6:45 PM,80,13
22/02/2024,7:00 PM,74,94
22/02/2024,7:15 PM,75,42
22/02/2024,7:30 PM,64,46
22/02/2024,7:45 PM,35,92
22/02/2024,8:00 PM,49,87
22/02/2024,8:15 PM,49,44
22/02/2024,8:30 PM,58,20
22/02/2024,8:45 PM,63,61
22/02/2024,9:00 PM,15,3
23/02/2024,9:00 AM,45,11
23/02/2024,9:15 AM,84,44
23/02/2024,9:30 AM,27,4
23/02/2024,9:45 AM,39,2
23/02/2024,10:00 AM,34,83
23/02/2024,10:15 AM,34,24
23/02/2024,10:30 AM,35,32
23/02/2024,10:45 AM,90,25
23/02/2024,11:00 AM,52,62
23/02/2024,11:15 AM,23,98
23/02/2024,11:30 AM,8,38
23/02/2024,11:45 AM,38,21
23/02/2024,12:00 PM,16,19
23/02/2024,12:15 PM,71,40
23/02/2024,12:30 PM,26,71
23/02/2024,12:45 PM,70,27
23/02/2024,1:00 PM,22,23
23/02/2024,1:15 PM,38,65
23/02/2024,1:30 PM,29,51
23/02/2024,1:45 PM,57,17
23/02/2024,2:00 PM,86,1
23/02/2024,2:15 PM,21,23
23/02/2024,2:30 PM,4,14
23/02/2024,2:45 PM,29,32
23/02/2024,3:00 PM,37,59
23/02/2024,3:15 PM,36,79
23/02/2024,3:30 PM,46,41
23/02/2024,3:45 PM,24,17
23/02/2024,4:00 PM,68,78
23/02/2024,4:15 PM,55,38
23/02/2024,4:30 PM,70,83
23/02/2024,4:45 PM,31,37
23/02/2024,5:00 PM,7,90
23/02/2024,5:15 PM,27,87
23/02/2024,5:30 PM,56,58
23/02/2024,5:45 PM,89,15
23/02/2024,6:00 PM,8,6
23/02/2024,6:15 PM,17,15
23/02/2024,6:30 PM,58,12
23/02/2024,6:45 PM,95,2
23/02/2024,7:00 PM,94,20
23/02/2024,7:15 PM,98,66
23/02/2024,7:30 PM,33,68
23/02/2024,7:45 PM,65,77
23/02/2024,8:00 PM,89,52
23/02/2024,8:15 PM,54,64
23/02/2024,8:30 PM,41,61
23/02/2024,8:45 PM,17,39
23/02/2024,9:00 PM,91,2
24/02/2024,9:00 AM,10,63
24/02/2024,9:15 AM,14,52
24/02/2024,9:30 AM,66,30
24/02/2024,9:45 AM,71,80
24/02/2024,10:00 AM,59,52
24/02/2024,10:15 AM,21,29
24/02/2024,10:30 AM,68,58
24/02/2024,10:45 AM,46,35
24/02/2024,11:00 AM,43,45
24/02/2024,11:15 AM,5,20
24/02/2024,11:30 AM,77,98
24/02/2024,11:45 AM,61,82
24/02/2024,12:00 PM,72,93
24/02/2024,12:15 PM,24,99
24/02/2024,12:30 PM,59,46
24/02/2024,12:45 PM,73,9
24/02/2024,1:00 PM,30,69
24/02/2024,1:15 PM,47,72
24/02/2024,1:30 PM,70,94
24/02/2024,1:45 PM,69,93
24/02/2024,2:00 PM,92,21
24/02/2024,2:15 PM,73,68
24/02/2024,2:30 PM,20,59
24/02/2024,2:45 PM,64,65
24/02/2024,3:00 PM,23,68
24/02/2024,3:15 PM,36,8
24/02/2024,3:30 PM,85,69
24/02/2024,3:45 PM,4,36
24/02/2024,4:00 PM,59,69
24/02/2024,4:15 PM,46,28
24/02/2024,4:30 PM,44,83
24/02/2024,4:45 PM,68,45
24/02/2024,5:00 PM,46,79
24/02/2024,5:15 PM,58,50
24/02/2024,5:30 PM,25,23
24/02/2024,5:45 PM,73,16
24/02/2024,6:00 PM,41,2
24/02/2024,6:15 PM,8,38
24/02/2024,6:30 PM,36,79
24/02/2024,6:45 PM,88,41
24/02/2024,7:00 PM,49,42
24/02/2024,7:15 PM,12,46
24/02/2024,7:30 PM,82,83
24/02/2024,7:45 PM,83,94
24/02/2024,8:00 PM,27,22
24/02/2024,8:15 PM,99,45
24/02/2024,8:30 PM,50,58
24/02/2024,8:45 PM,4,66
24/02/2024,9:00 PM,77,56
25/02/2024,9:00 AM,41,50
25/02/2024,9:15 AM,18,61
25/02/2024,9:30 AM,30,90
25/02/2024,9:45 AM,8,75
25/02/2024,10:00 AM,32,1
25/02/2024,10:15 AM,26,79
25/02/2024,10:30 AM,39,44
25/02/2024,10:45 AM,88,60
25/02/2024,11:00 AM,6,78
25/02/2024,11:15 AM,16,60
25/02/2024,11:30 AM,4,30
25/02/2024,11:45 AM,5,36
25/02/2024,12:00 PM,58,43
25/02/2024,12:15 PM,8,47
25/02/2024,12:30 PM,47,52
25/02/2024,12:45 PM,60,21
25/02/2024,1:00 PM,96,56
25/02/2024,1:15 PM,83,89
25/02/2024,1:30 PM,46,86
25/02/2024,1:45 PM,68,41
25/02/2024,2:00 PM,49,36
25/02/2024,2:15 PM,25,13
25/02/2024,2:30 PM,55,25
25/02/2024,2:45 PM,86,73
25/02/2024,3:00 PM,89,77
25/02/2024,3:15 PM,51,14
25/02/2024,3:30 PM,74,32
25/02/2024,3:45 PM,13,60
25/02/2024,4:00 PM,74,73
25/02/2024,4:15 PM,19,10
25/02/2024,4:30 PM,45,32
25/02/2024,4:45 PM,12,21
25/02/2024,5:00 PM,9,61
25/02/2024,5:15 PM,3,39
25/02/2024,5:30 PM,77,86
25/02/2024,5:45 PM,50,52
25/02/2024,6:00 PM,92,0
25/02/2024,6:15 PM,92,0
25/02/2024,6:30 PM,75,42
25/02/2024,6:45 PM,36,67
25/02/2024,7:00 PM,27,77
25/02/2024,7:15 PM,13,76
25/02/2024,7:30 PM,58,96
25/02/2024,7:45 PM,94,26
25/02/2024,8:00 PM,8,18
25/02/2024,8:15 PM,72,46
25/02/2024,8:30 PM,55,34
25/02/2024,8:45 PM,24,17
25/02/2024,9:00 PM,6,64
26/02/2024,9:00 AM,32,71
26/02/2024,9:15 AM,7,46
26/02/2024,9:30 AM,0,16
26/02/2024,9:45 AM,98,25
26/02/2024,10:00 AM,38,13
26/02/2024,10:15 AM,78,61
26/02/2024,10:30 AM,62,45
26/02/2024,10:45 AM,0,28
26/02/2024,11:00 AM,87,52
26/02/2024,11:15 AM,19,24
26/02/2024,11:30 AM,41,9
26/02/2024,11:45 AM,54,88
26/02/2024,12:00 PM,96,84
26/02/2024,12:15 PM,39,27
26/02/2024,12:30 PM,33,48
26/02/2024,12:45 PM,8,22
26/02/2024,1:00 PM,88,89
26/02/2024,1:15 PM,34,71
26/02/2024,1:30 PM,19,2
26/02/2024,1:45 PM,75,13
26/02/2024,2:00 PM,65,8
26/02/2024,2:15 PM,75,44
26/02/2024,2:30 PM,26,80
26/02/2024,2:45 PM,63,35
26/02/2024,3:00 PM,54,29
26/02/2024,3:15 PM,95,10
26/02/2024,3:30 PM,19,33
26/02/2024,3:45 PM,90,47
26/02/2024,4:00 PM,92,42
26/02/2024,4:15 PM,73,44
26/02/2024,4:30 PM,21,87
26/02/2024,4:45 PM,73,40
26/02/2024,5:00 PM,26,10
26/02/2024,5:15 PM,38,81
26/02/2024,5:30 PM,85,24
26/02/2024,5:45 PM,95,89
26/02/2024,6:00 PM,65,5
26/02/2024,6:15 PM,63,32
26/02/2024,6:30 PM,75,98
26/02/2024,6:45 PM,82,41
26/02/2024,7:00 PM,44,27
26/02/2024,7:15 PM,36,8
26/02/2024,7:30 PM,0,24
26/02/2024,7:45 PM,77,65
26/02/2024,8:00 PM,89,62
26/02/2024,8:15 PM,6,71
26/02/2024,8:30 PM,0,83
26/02/2024,8:45 PM,61,38
26/02/2024,9:00 PM,45,43
27/02/2024,9:00 AM,42,30
27/02/2024,9:15 AM,40,12
27/02/2024,9:30 AM,34,33
27/02/2024,9:45 AM,95,14
27/02/2024,10:00 AM,55,49
27/02/2024,10:15 AM,37,10
27/02/2024,10:30 AM,5,60
27/02/2024,10:45 AM,59,43
27/02/2024,11:00 AM,70,8
27/02/2024,11:15 AM,17,98
27/02/2024,11:30 AM,48,43
27/02/2024,11:45 AM,46,95
27/02/2024,12:00 PM,1,89
27/02/2024,12:15 PM,14,86
27/02/2024,12:30 PM,9,51
27/02/2024,12:45 PM,58,83
27/02/2024,1:00 PM,76,39
27/02/2024,1:15 PM,67,6
27/02/2024,1:30 PM,26,37
27/02/2024,1:45 PM,71,33
27/02/2024,2:00 PM,96,90
27/02/2024,2:15 PM,7,42
27/02/2024,2:30 PM,2,12
27/02/2024,2:45 PM,33,93
27/02/2024,3:00 PM,50,46
27/02/2024,3:15 PM,46,65
27/02/2024,3:30 PM,99,66
27/02/2024,3:45 PM,95,72
27/02/2024,4:00 PM,79,29
27/02/2024,4:15 PM,0,55
27/02/2024,4:30 PM,0,7
27/02/2024,4:45 PM,43,88
27/02/2024,5:00 PM,82,56
27/02/2024,5:15 PM,0,43
27/02/2024,5:30 PM,14,75
27/02/2024,5:45 PM,62,54
27/02/2024,6:00 PM,63,25
27/02/2024,6:15 PM,46,47
27/02/2024,6:30 PM,45,95
27/02/2024,6:45 PM,26,58
27/02/2024,7:00 PM,30,39
27/02/2024,7:15 PM,33,10
27/02/2024,7:30 PM,60,53
27/02/2024,7:45 PM,32,96
27/02/2024,8:00 PM,72,55
27/02/2024,8:15 PM,32,30
27/02/2024,8:30 PM,35,87
27/02/2024,8:45 PM,78,35
27/02/2024,9:00 PM,92,69
28/02/2024,9:00 AM,1,15
28/02/2024,9:15 AM,26,87
28/02/2024,9:30 AM,8,59
28/02/2024,9:45 AM,67,91
28/02/2024,10:00 AM,5,93
28/02/2024,10:15 AM,77,17
28/02/2024,10:30 AM,58,34
28/02/2024,10:45 AM,4,81
28/02/2024,11:00 AM,11,24
28/02/2024,11:15 AM,71,86
28/02/2024,11:30 AM,71,34
28/02/2024,11:45 AM,15,22
28/02/2024,12:00 PM,22,81
28/02/2024,12:15 PM,89,0
28/02/2024,12:30 PM,20,90
28/02/2024,12:45 PM,97,5
28/02/2024,1:00 PM,92,96
28/02/2024,1:15 PM,74,99
28/02/2024,1:30 PM,73,35
28/02/2024,1:45 PM,53,77
28/02/2024,2:00 PM,71,41
28/02/2024,2:15 PM,91,16
28/02/2024,2:30 PM,6,1
28/02/2024,2:45 PM,95,81
28/02/2024,3:00 PM,55,30
28/02/2024,3:15 PM,53,90
28/02/2024,3:30 PM,49,24
28/02/2024,3:45 PM,61,74
28/02/2024,4:00 PM,21,66
28/02/2024,4:15 PM,78,62
28/02/2024,4:30 PM,18,74
28/02/2024,4:45 PM,50,41
28/02/2024,5:00 PM,81,86
28/02/2024,5:15 PM,21,69
28/02/2024,5:30 PM,35,67
28/02/2024,5:45 PM,40,74
28/02/2024,6:00 PM,38,27
28/02/2024,6:15 PM,38,10
28/02/2024,6:30 PM,38,50
28/02/2024,6:45 PM,59,51
28/02/2024,7:00 PM,69,51
28/02/2024,7:15 PM,63,94
28/02/2024,7:30 PM,14,6
28/02/2024,7:45 PM,49,19
28/02/2024,8:00 PM,99,80
28/02/2024,8:15 PM,21,68
28/02/2024,8:30 PM,25,68
28/02/2024,8:45 PM,10,46
28/02/2024,9:00 PM,31,55
29/02/2024,9:00 AM,14,85
29/02/2024,9:15 AM,56,16
29/02/2024,9:30 AM,88,91
29/02/2024,9:45 AM,4,8
29/02/2024,10:00 AM,42,43
29/02/2024,10:15 AM,78,86
29/02/2024,10:30 AM,18,25
29/02/2024,10:45 AM,26,90
29/02/2024,11:00 AM,33,9
29/02/2024,11:15 AM,0,62
29/02/2024,11:30 AM,24,76
29/02/2024,11:45 AM,35,27
29/02/2024,12:00 PM,58,13
29/02/2024,12:15 PM,22,33
29/02/2024,12:30 PM,93,64
29/02/2024,12:45 PM,81,6
29/02/2024,1:00 PM,83,76
29/02/2024,1:15 PM,50,99
29/02/2024,1:30 PM,62,99
29/02/2024,1:45 PM,85,14
29/02/2024,2:00 PM,12,31
29/02/2024,2:15 PM,0,13
29/02/2024,2:30 PM,52,63
29/02/2024,2:45 PM,51,75
29/02/2024,3:00 PM,68,70
29/02/2024,3:15 PM,33,94
29/02/2024,3:30 PM,34,2
29/02/2024,3:45 PM,91,97
29/02/2024,4:00 PM,26,68
29/02/2024,4:15 PM,25,74
29/02/2024,4:30 PM,13,56
29/02/2024,4:45 PM,97,66
29/02/2024,5:00 PM,36,35
29/02/2024,5:15 PM,91,12
29/02/2024,5:30 PM,86,35
29/02/2024,5:45 PM,25,80
29/02/2024,6:00 PM,21,92
29/02/2024,6:15 PM,18,66
29/02/2024,6:30 PM,25,38
29/02/2024,6:45 PM,54,3
29/02/2024,7:00 PM,95,81
29/02/2024,7:15 PM,66,35
29/02/2024,7:30 PM,93,67
29/02/2024,7:45 PM,65,50
29/02/2024,8:00 PM,95,66
29/02/2024,8:15 PM,92,43
29/02/2024,8:30 PM,88,91
29/02/2024,8:45 PM,37,58
29/02/2024,9:00 PM,28,24
01/03/2024,9:00 AM,50,1
01/03/2024,9:15 AM,17,19
01/03/2024,9:30 AM,87,71
01/03/2024,9:45 AM,10,27
01/03/2024,10:00 AM,80,43
01/03/2024,10:15 AM,92,69
01/03/2024,10:30 AM,19,41
01/03/2024,10:45 AM,58,54
01/03/2024,11:00 AM,31,57
01/03/2024,11:15 AM,36,53
01/03/2024,11:30 AM,71,63
01/03/2024,11:45 AM,94,74
